topic,label,events,resourceURI
http://dbpedia.org/resource/N-Triples,N-Triples,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Internationalized_Resource_Identifier,Internationalized Resource Identifier,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Inheritance_(object-oriented_programming),Inheritance (object-oriented programming),file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Apache_Jena,Apache Jena,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Sinclair_QL,Sinclair QL,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Ontology_language,Ontology language,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Data_integration,Data integration,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Poetry,Poetry,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/User_agent,User agent,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/English_language,English language,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/United_States,United States,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/JSON,JSON,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Reflexive_relation,Reflexive relation,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/BioPAX,BioPAX,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Mona_Lisa,Mona Lisa,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Dieter_Fensel,Dieter Fensel,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/AVG_AntiVirus,AVG AntiVirus,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Power-on_self-test,Power-on self-test,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/SQL,SQL,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Acceptable_quality_limit,Acceptable quality limit,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Resource_Description_Framework,Resource Description Framework,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Open-source_software,Open-source software,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/James_VI_and_I,James VI and I,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Mathematical_notation,Mathematical notation,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Race_and_intelligence,Race and intelligence,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/EC_(programming_language),EC (programming language),file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Power_Mac_G4,Power Mac G4,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Graph_database,Graph database,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/National_Cancer_Institute,National Cancer Institute,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Historical_fiction,Historical fiction,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Functional_Requirements_for_Bibliographic_Records,Functional Requirements for Bibliographic Records,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Main_Page,Main Page,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Gene,Gene,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Semantic_Web,Semantic Web,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Ontology,Ontology,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Hypertext_Transfer_Protocol,Hypertext Transfer Protocol,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/RDF_Schema,RDF Schema,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Humboldt_University_of_Berlin,Humboldt University of Berlin,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Transitive_relation,Transitive relation,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Query_string,Query string,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/URL,URL,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Symmetric_relation,Symmetric relation,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Springer_Publishing,Springer Publishing,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Semantic_triple,Semantic triple,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Inference,Inference,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Apache_HTTP_Server,Apache HTTP Server,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Herman_and_Katnip,Herman and Katnip,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/OBO_Foundry,OBO Foundry,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Fuseki,Fuseki,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Logical_consequence,Logical consequence,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/The_Glass_Palace,The Glass Palace,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/XML,XML,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/XHTML,XHTML,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Phonograph_record,Phonograph record,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/MAX_Light_Rail,MAX Light Rail,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Regular_expression,Regular expression,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/O'Reilly_Media,O'Reilly Media,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Gene_ontology,Gene ontology,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Logic,Logic,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Software_engineering,Software engineering,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/HTML,HTML,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Liyang,Liyang,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/World_Wide_Web_Consortium,World Wide Web Consortium,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Triplestore,Triplestore,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/X86,X86,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Gospel_of_Luke,Gospel of Luke,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Straitjacket_Fits,Straitjacket Fits,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/UniProt,UniProt,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/WordPress.com,WordPress.com,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Berlin,Berlin,file:///data/COMP474_Lectures_4,file:///./COMP/474/Lectures/4/slides/slides04.pdf
http://dbpedia.org/resource/Usenet,Usenet,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/MovieLens,MovieLens,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Alt.atheism,Alt.atheism,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/NumPy,NumPy,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Noun_phrase,Noun phrase,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Group_Selection_(book),Group Selection (book),file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Test_cricket,Test cricket,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Apache_Solr,Apache Solr,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Trigonometric_functions,Trigonometric functions,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Natural_language_processing,Natural language processing,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Binary_file,Binary file,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Feature_(machine_learning),Feature (machine learning),file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Conscription_in_the_United_States,Conscription in the United States,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Feature_extraction,Feature extraction,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
http://dbpedia.org/resource/Tfâidf,Tfâidf,file:///data/COMP474_lab_7,file:///./COMP/474/Lectures/7/lab/html/COMP-474-2204-UU_Lab_Session_#7.html
